sku;ean;han;brand;name;description;price;delivery_time;shipping_costs;url;image_url;category;delivery_time_at;shipping_costs_at
6.100.001.212;4052138003176;6.100.001.212;TROTEC;TROTEC SP-T Schlauch 425 mm × 7,6 m – für TAC 5000;Original TROTEC SP-T Schlauch 425 mm x 7,6 m als Lufttransportschlauch für den TAC 5000. Lieferung in 5-10 Werktagen. Jetzt bei BMB Rheinland bestellen.;72.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-sp-t-hose-425-mm-7-6-m-for-tac-5000;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/SP-T-Flexible-Duct_2C-425-mm_2C-7.6-m-68045-1507646194.jpg?v=1784321569;Zubehör;4-6 Werktage;399.00
6.100.001.214;;6.100.001.214;TROTEC;TROTEC SP-T Schlauch 457 mm × 7,6 m – für TAC 6500;Original TROTEC SP-T Schlauch 457 mm x 7,6 m als Lufttransportschlauch für den TAC 6500. Lieferung in 5-10 Werktagen. Jetzt bei BMB Rheinland bestellen.;78.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-sp-t-hose-457-mm-7-6-m-for-tac-6500;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/SP-T-Flexible-Duct_2C-457-mm_2C-7.6-m-68051-1507646194.jpg?v=1784321570;Zubehör;4-6 Werktage;399.00
1.120.000.109;4052138010280;1.120.000.109;TROTEC;TROTEC TTK 105 S – Mobiler Profi-Luftentfeuchter (30 Liter/Tag);Kompakter mobiler Luftentfeuchter, max. 30 l/Tag, Räume bis 90 m². Original TROTEC vom autorisierten Fachhändler.;423.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttk-105-s-luftentfeuchter-bautrockner;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/TTK-105-S-Dehumidifier-109908-1666341562.jpg?v=1784844423;Luftentfeuchter;4-6 Werktage;399.00
1.120.000.117;4052138091999;1.120.000.117;TROTEC;TROTEC TTK Qube – Kompakter Profi-Luftentfeuchter mit Kondensatpumpe (16 Liter/Tag);Kompakter Profi-Kondensationstrockner mit integrierter Kondensatpumpe, stapelbares Würfel-Design. Original TROTEC.;899.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttk-qube-luftentfeuchter-bautrockner;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Commercial-compact-dehumidifier-TTK-Qube-131393-1611587324.jpg?v=1784844423;Luftentfeuchter;4-6 Werktage;399.00
1.120.000.410;4052138018170;1.120.000.410;TROTEC;TROTEC TTK 500 – Gewerblicher Luftentfeuchter / Bautrockner (64 Liter/Tag);Leistungsstarker Gewerbe-Luftentfeuchter, 64 l/Tag (30 °C/80 % r.F.), Flächen bis 380 m². Original TROTEC.;2239.95;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttk-500-luftentfeuchter-bautrockner;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/TTK-500-Commercial-Dehumidifier-131391-1611583265.jpg?v=1784844423;Luftentfeuchter;4-6 Werktage;399.00
1.120.000.414;4052138104187;1.120.000.414;TROTEC;TROTEC TTK 500 ES – Edelstahl-Luftentfeuchter / Bautrockner (58 Liter/Tag);Gewerbe-Luftentfeuchter im Edelstahlgehäuse für hygienesensible Umgebungen, 58 l/Tag (30 °C/80 % r.F.). Original TROTEC.;3169.95;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttk-500-es-edelstahl-luftentfeuchter-bautrockner;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/TTK-500-ES-stainless-steel-construction-dryer-130231-1609928902.jpg?v=1784844423;Luftentfeuchter;4-6 Werktage;399.00
1.120.000.802;4052138055304;1.120.000.802;TROTEC;TROTEC TTK 900 MP – Gewerblicher Luftentfeuchter mit VarioDry (96 Liter/Tag);Hochleistungs-Gewerbeentfeuchter mit VarioDry-Technologie, 96 l/Tag (30 °C/80 % r.F.), Flächen bis 640 m². Original TROTEC.;3060.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttk-900-mp-luftentfeuchter-bautrockner;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Commercial-Dehumidifier-TTK-900-MP-131389-1632133683.jpg?v=1784844423;Luftentfeuchter;4-6 Werktage;399.00
1920101;4052228031638;1920101;HEYLO;HEYLO HEYWALL Basis-Paket – Staubschutzwand (bis 8 m / 28,8 m²);Werkzeuglose Staubschutzwand bis 3,60 m Höhe, 8 m Länge. Original HEYLO vom autorisierten Fachhändler.;288.42;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/heylo-heywall-basis-paket-staubschutzwand;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Heylo-HEYWALL-Basis-Paket_2f36eb961623f37d75fa298e9bd01544.webp?v=1784891262;Staubschutz;4-6 Werktage;399.00
1920105;4052228037883;1920105;HEYLO;HEYLO HEYWALL Plus-Paket – Staubschutzwand mit Dichtschienen (bis 8 m);Staubschutzwand mit Dichtschienen und Seitenklemmen für feinstaubdichten Abschluss. Original HEYLO.;446.95;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/heylo-heywall-plus-paket-staubschutzwand;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Heylo-HEYWALL-Plus-Paket_2f36eb961623f37d75fa298e9bd01544.webp?v=1784891262;Staubschutz;4-6 Werktage;399.00
1920103;4052228031652;1920103;HEYLO;HEYLO HEYWALL Profi-Paket – Staubschutzwand (bis 13 m / 46,8 m²);Große Profi-Staubschutzwand mit 6 Systemstangen, Dichtschienen und 3 Tragetaschen. Original HEYLO.;737.95;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/heylo-heywall-profi-paket-staubschutzwand;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Heylo-HEYWALL-Profi-Paket_2f36eb961623f37d75fa298e9bd01544.webp?v=1784891262;Staubschutz;4-6 Werktage;399.00
1110973;4052228043525;1110973;HEYLO;HEYLO DCD 3.0 – Staubschutztür Komplettset (Türbreiten 680-1430 mm);Staubschutztür mit Schnellverschluss-Montage inkl. 4 Adaptern, zwei Absaugöffnungen Ø 205 mm. Original HEYLO.;728.95;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/heylo-dcd-3-0-staubschutztuer-komplettset;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Heylo-Staubschutzt_C3_BCr-DCD-3.0_2f36eb961623f37d75fa298e9bd01544.webp?v=1784891262;Staubschutz;4-6 Werktage;399.00
1110873;4052228027204;1110873;HEYLO;HEYLO DCS-PV 3000 – Staubschutz-Komplettsystem mit PowerVent 3000;Komplettsystem aus Staubschutztür DCD 3.0 und PowerVent 3000 Ventilator (3.102 m³/h) mit Staubsack Klasse M.;1460.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/heylo-dcs-pv-3000-staubschutz-komplettsystem;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Heylo-Staubschutzsystem-DCS-PV-3000_2f36eb961623f37d75fa298e9bd01544.webp?v=1784891262;Staubschutz;4-6 Werktage;399.00
1110892;4052228039597;1110892;HEYLO;HEYLO DCS PF 1000 – Unterdruck-Staubschutz-Komplettsystem (917 m³/h);Komplettsystem aus Staubschutztür DCD 3.0 und Luftreiniger PowerFilter 1000 mit F9-Filter (Klasse M).;2030.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/heylo-dcs-pf-1000-staubschutz-komplettsystem;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Heylo-Staubschutzsystem-DCS-PF-1000_2f36eb961623f37d75fa298e9bd01544.webp?v=1784891262;Staubschutz;4-6 Werktage;399.00
1110874;4052228027211;1110874;HEYLO;HEYLO DCS PF 1400 – Unterdruck-Staubschutz-Komplettsystem (1.010 m³/h);Leistungsstarkes Komplettsystem aus Staubschutztür DCD 3.0 und Luftreiniger PowerFilter 1400 mit F9-Filter.;2498.95;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/heylo-dcs-pf-1400-staubschutz-komplettsystem;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Heylo-Staubschutzsystem-DCS-PF-1400_2f36eb961623f37d75fa298e9bd01544.webp?v=1784891263;Staubschutz;4-6 Werktage;399.00
1.580.001.100;4052138103210;1.580.001.100;TROTEC;TROTEC AirgoClean ONE – H14-Hochleistungsluftreiniger (600 m³/h);H14-Hochleistungsluftreiniger mit 600 m³/h, HEPA H14 (EN 1822), 99,995 % Filterleistung, CO2-Sensor und App-Steuerung. Original TROTEC vom Fachhändler.;698.99;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-airgoclean-one-h14-high-performance-air-purifier-600-m-h;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/H14-Hochleistungsluftreiniger-AirgoClean_C2_AE-ONE-155790-1752476424.jpg?v=1785236696;Luftreiniger;4-6 Werktage;399.00
1.120.001.160;4052138019627;1.120.001.160;TROTEC;TROTEC TTK 380 ECO – Gewerbe-Luftentfeuchter / Bautrockner (80 Liter/Tag);TROTEC TTK 380 ECO Gewerbe-Luftentfeuchter/Bautrockner: bis 80 l/Tag, 950 m³/h, R290, Heißgas-Abtauung, Betriebsstundenzähler, Hygrostat-Anschluss.;969.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttk-380-eco-commercial-dehumidifier-construction-dryer-80-litres-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/TTK-380-ECO-Commercial-Dehumidifier-152512-1662028108.jpg;Luftentfeuchter;4-6 Werktage;399.00
1.120.001.180;4052138019634;1.120.001.180;TROTEC;TROTEC TTK 570 ECO – Gewerbe-Luftentfeuchter / Bautrockner (110 Liter/Tag);TROTEC TTK 570 ECO Gewerbe-Luftentfeuchter/Bautrockner: bis 110 l/Tag, 1.000 m³/h, Stahlkonstruktion im Trolley-Design, Heißgas-Abtauung, Dauerablauf.;1593.95;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ttk-570-eco-commercial-dehumidifier-construction-dryer-110-litres-day;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/TTK-570-ECO-Commercial-Dehumidifiers-152514-1662028142.jpg;Luftentfeuchter;4-6 Werktage;399.00
1.560.000.055;4052138954584;1.560.000.055;TROTEC;TROTEC Qube+ 4-in-1-Dämmschichttrockner (MultiQube-System);4-in-1-Dämmschichttrockner: VX-5-Turbine, Wasserabscheider, HEPA-Filter und Schalldämpfer in einem Gerät. 250 m³/h, 220 mbar, für Flächen bis 85 m².;3748.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-qube-plus-daemmschichttrockner;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/D_C3_A4mmschichttrockner-Qube_2B-66231-1507645961.jpg;Bautrocknung;4-6 Werktage;399.00
1.560.000.024;4052138002995;1.560.000.024;TROTEC;TROTEC VE 4 S Seitenkanalverdichter (MultiQube-System);Seitenkanalverdichter für die Dämmschichttrocknung: 150 m³/h, 1,1 kW, Unterdruck- und Überdruckbetrieb bis 50 m², stapelbares ABS-Gehäuse.;1535.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ve-4-s-seitenkanalverdichter-multiqube;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Seitenkanalverdichter-VE-4-S-MultiQube-66195-1507645956.jpg;Bautrocknung;4-6 Werktage;399.00
1.560.000.025;4052138006696;1.560.000.025;TROTEC;TROTEC VE 4 Seitenkanalverdichter mit Optiflow (MultiQube-System);Seitenkanalverdichter mit Optiflow-Anzeige, HotStop-System und Dualzähler: 150 m³/h, 1,1 kW, Über- und Unterdruckbetrieb bis 50 m², stapelbar.;1654.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-ve-4-seitenkanalverdichter-multiqube;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Seitenkanalverdichter-VE-4-MultiQube-66203-1507645957.jpg;Bautrocknung;4-6 Werktage;399.00
1.560.000.042;4052138010167;1.560.000.042;TROTEC;TROTEC VX 5 Dämmschichttrocknungs-Turbine (MultiQube-System);Dämmschichttrocknungs-Turbine mit HiDry-Automatik: 250 m³/h, bis 270 mbar, drei Leistungsstufen plus Flüstermodus, nur 10 kg, für Flächen bis 90 m².;2368.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-vx-5-turbine-multiqube;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/D_C3_A4mmschichttrocknungsaggregat-VX-5-MultiQube-66221-1507645959.jpg;Bautrocknung;4-6 Werktage;399.00
6.100.000.006;4052138003046;6.100.000.006;TROTEC;TROTEC WA 4i Wasserabscheider (MultiQube-System);Wasserabscheider mit integrierter Filterkette, Edelstahl-Demister und TTKwic-Schnellkupplungen: 17 l Volumen, Überlaufschutz, stapelbar.;1309.00;2-4 Werktage;0.00;https://shop.bmbrheinlandgmbh.com/de/products/trotec-wa-4i-wasserabscheider-multiqube;https://cdn.shopify.com/s/files/1/0962/3932/1432/files/Wasserabscheider-WA-4i-MultiQube-130540-1610555030.jpg;Bautrocknung;4-6 Werktage;399.00
